,norse_poems,norse_poems_no_italics,name,abbreviation,volume,author
2117,"Hlíf gnast við hlíf,        hjǫrr við mæki,
egg lék við egg,        þars jǫfurr barðisk.","Hlíf gnast við hlíf,        hjǫrr við mæki,
egg lék við egg,        þars jǫfurr barðisk.",Stanzas from the Third Grammatical Treatise,Anon  25<sup>III</sup>,3,Kálfr Hallsson 
2118,"Band gaf oss með endum
Ilmr lýskála bála.","Band gaf oss með endum
Ilmr lýskála bála.",Stanzas from the Third Grammatical Treatise,Anon  26<sup>III</sup>,3,Kálfr Hallsson 
2119,"Áðr djúphugaðr dræpi
dólga ramr með hamri
gegn á grœðis vagna
gagnsæll faðir Magna.","Áðr djúphugaðr dræpi
dólga ramr með hamri
gegn á grœðis vagna
gagnsæll faðir Magna.",Stanzas from the Third Grammatical Treatise,Anon  27<sup>III</sup>,3,Kálfr Hallsson 
2120,"En skinnbjarta skortir 
— skap kannask mér svanna —  
— dýrs hon hætt at hváru — 
hálm<i>m</i>ein Njǫrun steina.","En skinnbjarta skortir 
— skap kannask mér svanna —  
— dýrs hon hætt at hváru — 
hálmmein Njǫrun steina.",Stanzas from the Third Grammatical Treatise,Anon  28<sup>III</sup>,3,Þórarinn 
2121,Einstigi mér heinar.,Einstigi mér heinar.,Stanzas from the Third Grammatical Treatise,Anon  29<sup>III</sup>,3,Þórarinn 
2122,"Braut stǫkk bauga neytir
bleikr frá sverða leiki.","Braut stǫkk bauga neytir
bleikr frá sverða leiki.",Stanzas from the Third Grammatical Treatise,Anon  30<sup>III</sup>,3,Þórarinn 
2123,"Hár rauð hvassa geira 
— hneig þjóð í gras — blóði.","Hár rauð hvassa geira 
— hneig þjóð í gras — blóði.",Stanzas from the Third Grammatical Treatise,Anon  31<sup>III</sup>,3,Þórarinn 
2124,"Né dýrs of far fleiri
flein-Móða segik óðar 
— mælum slíkt við sælan:
‘sit heill konungr!’ — deili.","Né dýrs of far fleiri
flein-Móða segik óðar 
— mælum slíkt við sælan:
‘sit heill konungr!’ — deili.",Stanzas from the Third Grammatical Treatise,Anon  32<sup>III</sup>,3,Þórarinn 
2125,"Ok stórhǫggr
stillir Þrœnda.","Ok stórhǫggr
stillir Þrœnda.",Stanzas from the Third Grammatical Treatise,Anon  33<sup>III</sup>,3,Þórarinn 
2126,"Í herská
hilmis ríki.","Í herská
hilmis ríki.",Stanzas from the Third Grammatical Treatise,Anon  34<sup>III</sup>,3,Þórarinn 
2127,"Framm þraukuðu fákar
fjórir senn und henni;
þó gat þeim in háva
þrymgǫll hlaðit ǫllum.","Framm þraukuðu fákar
fjórir senn und henni;
þó gat þeim in háva
þrymgǫll hlaðit ǫllum.",Stanzas from the Third Grammatical Treatise,Anon  35<sup>III</sup>,3,Þórarinn 
2128,"Oss fremi, hinn es himna, 
heimstýrir, skóp dýra.","Oss fremi, hinn es himna, 
heimstýrir, skóp dýra.",Stanzas from the Third Grammatical Treatise,Anon  36<sup>III</sup>,3,Þórarinn 
2129,"Ekl vasa ógn á Stiklar-
óblíð -stǫðum síðan.","Ekl vasa ógn á Stiklar-
óblíð -stǫðum síðan.",Stanzas from the Third Grammatical Treatise,Anon  37<sup>III</sup>,3,Þórarinn 
2130,"At kom gangandi,        þar es jǫfrar bǫrðusk;
helt hann upp hǫfði:        ‘hér es þér skattr, sultan.’","At kom gangandi,        þar es jǫfrar bǫrðusk;
helt hann upp hǫfði:        ‘hér es þér skattr, sultan.’",Stanzas from the Third Grammatical Treatise,Anon  38<sup>III</sup>,3,Þórarinn 
2131,"F<i>ir</i>ð stóð í bygð bre<i>i</i>ðri 
borg Pátera sorgum, 
mest áðr lýðr frá losta 
l<i>í</i><i>t</i><i>t</i> gættr í bý fættiz. ","Firð stóð í bygð breiðri 
borg Pátera sorgum, 
mest áðr lýðr frá losta 
lítt gættr í bý fættiz. ",Nikulásdrápa,Anon Nikdr 1<sup>III</sup>,3,Þórarinn 
2132,"Öll þing boða eingla 
eining í þrenningu 
órofnuðu jafnan 
alls grams l<i>o</i>fi framda. ","Öll þing boða eingla 
eining í þrenningu 
órofnuðu jafnan 
alls grams lofi framda. ",Nikulásdrápa,Anon Nikdr 2<sup>III</sup>,3,Þórarinn 
2133,"Jón laut í höll hreinum 
hjarta sals hins bjarta 
meyjar mannvitsfrægrar 
mildingi bragninga. ","Jón laut í höll hreinum 
hjarta sals hins bjarta 
meyjar mannvitsfrægrar 
mildingi bragninga. ",Nikulásdrápa,Anon Nikdr 3<sup>III</sup>,3,Þórarinn 
2134,"Sprungu eigi aung<i>i</i>r 
út ór — … sútir — 
bæum, þvíað hyrr á háv<i>ar</i> 
heitr giekk fira sveiti<i>r</i>. ","Sprungu eigi aungir 
út ór — … sútir — 
bæum, þvíað hyrr á hávar 
heitr giekk fira sveitir. ",Stanzas from the Fourth Grammatical Treatise,Anon  1<sup>III</sup>,3,Þórarinn 
2135,"Fingr vann eigi eingan 
eins með vatni hreinu 
guðs á virðum víða 
vinning að því sinni. ","Fingr vann eigi eingan 
eins með vatni hreinu 
guðs á virðum víða 
vinning að því sinni. ",Stanzas from the Fourth Grammatical Treatise,Anon  2<sup>III</sup>,3,Þórarinn 
2136,"Eg veit, að ní neitar 
Nytju logs, því er flytja 
meiðar geirþings …, 
Gunnr fjarðloga runni. ","Eg veit, að ní neitar 
Nytju logs, því er flytja 
meiðar geirþings …, 
Gunnr fjarðloga runni. ",Stanzas from the Fourth Grammatical Treatise,Anon  3<sup>III</sup>,3,Þórarinn 
2137,"Leygs svelgr, en etr eigi, 
íugtanni lið manna; 
ganga m<i>e</i>nn ór mun<i>ni</i> 
margreftum fletvargi. ","Leygs svelgr, en etr eigi, 
íugtanni lið manna; 
ganga menn ór munni 
margreftum fletvargi. ",Stanzas from the Fourth Grammatical Treatise,Anon  4<sup>III</sup>,3,Þórarinn 
2138,"Allr lýtr <i>he</i>imr und hylli 
heilags friðar deilis. ","Allr lýtr heimr und hylli 
heilags friðar deilis. ",Stanzas from the Fourth Grammatical Treatise,Anon  5<sup>III</sup>,3,Þórarinn 
2139,"Sjálfráði dó síðan 
sólar fróns að nóni, 
sá er hiekk, en dag dökkti, 
döglingr, á jarnnöglum. ","Sjálfráði dó síðan 
sólar fróns að nóni, 
sá er hiekk, en dag dökkti, 
döglingr, á jarnnöglum. ",Stanzas from the Fourth Grammatical Treatise,Anon  6<sup>III</sup>,3,Þórarinn 
2140,"Hákon rieð fyr hauðri 
handsterkr, þ<i>a</i>r er guð merkti 
refsiþátt hinn rietta 
rangri þjóð a<i>ð</i> angri. 
Laust með elding æstri 
alvirkr höfuðkirkju 
himnagarðs <i>að</i> hjörðum 
hirðir glæpsku firðum. ","Hákon rieð fyr hauðri 
handsterkr, þar er guð merkti 
refsiþátt hinn rietta 
rangri þjóð að angri. 
Laust með elding æstri 
alvirkr höfuðkirkju 
himnagarðs að hjörðum 
hirðir glæpsku firðum. ",Stanzas from the Fourth Grammatical Treatise,Anon  7<sup>III</sup>,3,Þórarinn 
2141,"Framan unnu gram gunnar 
†grafins seiðs† framir meiðar; 
biðu Jótar lið ljótan 
lagagangs daga strangra. 
Lofag sjaldan hóf haldið; 
hataz dygð; *rataz lygðir; 
tregs halda vegs valdar 
veginn arf megindjarfir. ","Framan unnu gram gunnar 
†grafins seiðs† framir meiðar; 
biðu Jótar lið ljótan 
lagagangs daga strangra. 
Lofag sjaldan hóf haldið; 
hataz dygð; *rataz lygðir; 
tregs halda vegs valdar 
veginn arf megindjarfir. ",Stanzas from the Fourth Grammatical Treatise,Anon  8<sup>III</sup>,3,Þórarinn 
2142,"Mari sendu vers vinda 
veitendr Góins leita. ","Mari sendu vers vinda 
veitendr Góins leita. ",Stanzas from the Fourth Grammatical Treatise,Anon  9<sup>III</sup>,3,Þórarinn 
2143,"Blies um hváfta hása 
höfuðskrípamanns pípa. ","Blies um hváfta hása 
höfuðskrípamanns pípa. ",Stanzas from the Fourth Grammatical Treatise,Anon  10<sup>III</sup>,3,Þórarinn 
2144,"Grund, taktu, bölvi blandin, 
bót fyr glæpsku ljóta! 
Þier mun óhlyðni ærin, 
Ísland, búa p<i>ís</i>lir! 
Þú mátt ófrið óttaz, 
óþýð*, nema vel hlýðið, 
fold, þeim er sverðum sjaldan 
— siðir breytiz hier — neyta. ","Grund, taktu, bölvi blandin, 
bót fyr glæpsku ljóta! 
Þier mun óhlyðni ærin, 
Ísland, búa píslir! 
Þú mátt ófrið óttaz, 
óþýð*, nema vel hlýðið, 
fold, þeim er sverðum sjaldan 
— siðir breytiz hier — neyta. ",Stanzas from the Fourth Grammatical Treatise,Anon  11<sup>III</sup>,3,Þórarinn 
2145,"Vatn kalla mig 
— vil eg efla þig, 
hoddveitir — frams 
hauðrfjörnis grams: 
eg hreinsa alt; 
eg vermi kalt; 
eg birti sjón; 
eg bæti tjón. ","Vatn kalla mig 
— vil eg efla þig, 
hoddveitir — frams 
hauðrfjörnis grams: 
eg hreinsa alt; 
eg vermi kalt; 
eg birti sjón; 
eg bæti tjón. ",Stanzas from the Fourth Grammatical Treatise,Anon  12<sup>III</sup>,3,Þórarinn 
2146,"Grænn kvað viðr á víði 
— varð skrjúpr í því — djúpan: 
‘út man eg rýma … 
ríkis míns af þínu. 
Betr samir bolr með skrauti 
blóms en unnir tómar; 
skóg man <i>eg</i> <i>u</i>pp yfir ægi 
angrlestan rótfesta.’ ","Grænn kvað viðr á víði 
— varð skrjúpr í því — djúpan: 
‘út man eg rýma … 
ríkis míns af þínu. 
Betr samir bolr með skrauti 
blóms en unnir tómar; 
skóg man eg upp yfir ægi 
angrlestan rótfesta.’ ",Stanzas from the Fourth Grammatical Treatise,Anon  13<sup>III</sup>,3,Þórarinn 
2147,"Vátr kvað marr á móti: 
‘man eg vald yfir þier halda; 
skal hrís um lög ljósan 
— lamið rót er þá — fljóta.’ 
Sandr luktaði sundum; 
sjór fekk af stað ekki, 
en sterk<i>r</i> um bol bjarkar 
bani hvess viðar gandi. ","Vátr kvað marr á móti: 
‘man eg vald yfir þier halda; 
skal hrís um lög ljósan 
— lamið rót er þá — fljóta.’ 
Sandr luktaði sundum; 
sjór fekk af stað ekki, 
en sterkr um bol bjarkar 
bani hvess viðar gandi. ",Stanzas from the Fourth Grammatical Treatise,Anon  14<sup>III</sup>,3,Þórarinn 
2148,"Ská<i>l</i>m vann <i>og</i> hjalt hilmi 
hoddbeiðöndum reiðan. ","Skálm vann og hjalt hilmi 
hoddbeiðöndum reiðan. ",Stanzas from the Fourth Grammatical Treatise,Anon  15<sup>III</sup>,3,Þórarinn 
2149,"Þýddiz karl inn klædda 
kona mín og þörf sína; 
eg sá karl og klæði 
koma inn í því sinni. ","Þýddiz karl inn klædda 
kona mín og þörf sína; 
eg sá karl og klæði 
koma inn í því sinni. ",Stanzas from the Fourth Grammatical Treatise,Anon  16<sup>III</sup>,3,Þórarinn 
2150,"Píndr er stuldr, þar er standa 
stafnreiðar hímleið<i>ir</i> 
víða, vingameið<i>i</i>, 
viðir hjá torgi miðju. 
Morð eru hjólum hörðum 
hegnd, þau er illa gegndu, 
þar er riett vísar ræsir 
rómsæl<i>l</i> skipun dóma. ","Píndr er stuldr, þar er standa 
stafnreiðar hímleiðir 
víða, vingameiði, 
viðir hjá torgi miðju. 
Morð eru hjólum hörðum 
hegnd, þau er illa gegndu, 
þar er riett vísar ræsir 
rómsæll skipun dóma. ",Stanzas from the Fourth Grammatical Treatise,Anon  17<sup>III</sup>,3,Þórarinn 
2151,"Því veldr ár, að ærir 
akr búmanna spakra; 
æra verðr með árum 
undan dólga fundi. 
Ræða gengr af ráða 
runa syst<i>i</i>r ólystug; 
órar dregr að ærum 
ýtum skemða flýtir. ","Því veldr ár, að ærir 
akr búmanna spakra; 
æra verðr með árum 
undan dólga fundi. 
Ræða gengr af ráða 
runa systir ólystug; 
órar dregr að ærum 
ýtum skemða flýtir. ",Stanzas from the Fourth Grammatical Treatise,Anon  18<sup>III</sup>,3,Þórarinn 
2152,"Æli telz, það er ólu 
ósnotran mann gotnar; 
ælir vatn, þa<i>r</i> er álar 
allstrangir fram hallaz. 
Heitir †lær† á †læru†, 
læringar kienningar; 
kallaz mærr á Mæri, 
mæring, ef gjöf tæriz. ","Æli telz, það er ólu 
ósnotran mann gotnar; 
ælir vatn, þar er álar 
allstrangir fram hallaz. 
Heitir †lær† á †læru†, 
læringar kienningar; 
kallaz mærr á Mæri, 
mæring, ef gjöf tæriz. ",Stanzas from the Fourth Grammatical Treatise,Anon  19<sup>III</sup>,3,Þórarinn 
2153,"Hætta verðr á hættu, 
hæting ef böl rætir; 
ást er nær að næra; 
nú er vær konan færi. 
Skeind tekr æðrin æðaz; 
æðr deyr, þá er br … ","Hætta verðr á hættu, 
hæting ef böl rætir; 
ást er nær að næra; 
nú er vær konan færi. 
Skeind tekr æðrin æðaz; 
æðr deyr, þá er br … ",Stanzas from the Fourth Grammatical Treatise,Anon  20<sup>III</sup>,3,Þórarinn 
2154,"‘Þá, er eg leyfi, mey mjóva, 
— mær er þín — fyr vild sína’: 
Hörn mælti það horna 
hjörþings við bör kringinn. ","‘Þá, er eg leyfi, mey mjóva, 
— mær er þín — fyr vild sína’: 
Hörn mælti það horna 
hjörþings við bör kringinn. ",Stanzas from the Fourth Grammatical Treatise,Anon  21<sup>III</sup>,3,Þórarinn 
2155,"Sveit fylla ein alla 
alls framm jóa Glamma. ","Sveit fylla ein alla 
alls framm jóa Glamma. ",Stanzas from the Fourth Grammatical Treatise,Anon  22<sup>III</sup>,3,Þórarinn 
2156,"Ólafr kunni blóthús brenna, 
Bráðan hitti Magnús váða, 
Harald frágum vier hjörleiks mildan, 
Hans arfi tók nú við starfa, 
dróttar vinr fekk helverk hættan. 
hníga riett á enskri sliettu. 
sóttum píndr, þá er ö<i>r</i>l<i>ög</i> <i>end</i>uz. 
ágætt fall sá er hlaut til vallar. ","Ólafr kunni blóthús brenna, 
Bráðan hitti Magnús váða, 
Harald frágum vier hjörleiks mildan, 
Hans arfi tók nú við starfa, 
dróttar vinr fekk helverk hættan. 
hníga riett á enskri sliettu. 
sóttum píndr, þá er örlög enduz. 
ágætt fall sá er hlaut til vallar. ",Stanzas from the Fourth Grammatical Treatise,Anon  23<sup>III</sup>,3,Þórarinn 
2157,"Haki Kraki 
hoddum broddum 
særði mærði 
seggi leggi. 
Veitir neitir 
vella pella 
báli stáli 
beittiz heittiz. ","Haki Kraki 
hoddum broddum 
særði mærði 
seggi leggi. 
Veitir neitir 
vella pella 
báli stáli 
beittiz heittiz. ",Stanzas from the Fourth Grammatical Treatise,Anon  24<sup>III</sup>,3,Þórarinn 
2158,"Mætr Hákon vann 
en Magnús fann 
hjörr Eiríks hiekk 
hans bróðir giekk 
langfeðra láð, 
lögvizku ráð; 
á rítar slóð; 
að refsa þjóð. ","Mætr Hákon vann 
en Magnús fann 
hjörr Eiríks hiekk 
hans bróðir giekk 
langfeðra láð, 
lögvizku ráð; 
á rítar slóð; 
að refsa þjóð. ",Stanzas from the Fourth Grammatical Treatise,Anon  25<sup>III</sup>,3,Þórarinn 
2159,"Mætr Hákon vann 
en Magnús fann 
h<i>jörr</i> E<i>iríks</i> h<i>iekk</i> 
hans bró<i>ðir</i> g<i>iekk</i> 
að refsa þjóð; 
á rítar slóð; 
lögviz<i>k</i>u lund; 
langfeðra grund. ","Mætr Hákon vann 
en Magnús fann 
hjörr Eiríks hiekk 
hans bróðir giekk 
að refsa þjóð; 
á rítar slóð; 
lögvizku lund; 
langfeðra grund. ",Stanzas from the Fourth Grammatical Treatise,Anon  26<sup>III</sup>,3,Þórarinn 
2160,"Haki Kraki 
hamdi framdi 
geirum eirum 
gotna flotna. 
Hreytir neytir 
hodda brodda 
brendiz endiz 
báli stáli. ","Haki Kraki 
hamdi framdi 
geirum eirum 
gotna flotna. 
Hreytir neytir 
hodda brodda 
brendiz endiz 
báli stáli. ",Stanzas from the Fourth Grammatical Treatise,Anon  27<sup>III</sup>,3,Þórarinn 
2161,"Þier giet eg, kall, ef kærir, 
kraunk orð búin, — forðum 
fat eg várkunnar vinnur — 
— verðu kyrr og sit! — fyrri. 
Sakir átt á mier miklar; 
munu nær vera hæri 
þær, sem þína aura 
— það er hættiligt! — fætta. ","Þier giet eg, kall, ef kærir, 
kraunk orð búin, — forðum 
fat eg várkunnar vinnur — 
— verðu kyrr og sit! — fyrri. 
Sakir átt á mier miklar; 
munu nær vera hæri 
þær, sem þína aura 
— það er hættiligt! — fætta. ",Stanzas from the Fourth Grammatical Treatise,Anon  28<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2162,"Mætum stend eg að móti 
m<i>e</i>nsveigjanda eigi; 
rís eg við Ránar eisu 
runni flærðarkunnum. 
Því heit eg víst að veita 
vígs dreingiligt geingi; 
þier heit eg mest að móti 
meginstrangliga að ganga. ","Mætum stend eg að móti 
mensveigjanda eigi; 
rís eg við Ránar eisu 
runni flærðarkunnum. 
Því heit eg víst að veita 
vígs dreingiligt geingi; 
þier heit eg mest að móti 
meginstrangliga að ganga. ",Stanzas from the Fourth Grammatical Treatise,Anon  29<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2163,"Sveit lifir ill til átu 
annlaust þokumanna, 
en klaustrs búi kristinn 
kalds, að lífið haldiz. ","Sveit lifir ill til átu 
annlaust þokumanna, 
en klaustrs búi kristinn 
kalds, að lífið haldiz. ",Stanzas from the Fourth Grammatical Treatise,Anon  30<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2164,"Eigi er ván, að vága 
viljag hyrjar þilju 
eiga orðagnóga 
— em eg reiðr — konu leiðaz, 
þ<i>á</i> er mier, en frá færum<i>z</i>, 
forðum, bænarorðum; 
sitja verðr og sýta 
sig brúðr in óprúða. ","Eigi er ván, að vága 
viljag hyrjar þilju 
eiga orðagnóga 
— em eg reiðr — konu leiðaz, 
þá er mier, en frá færumz, 
forðum, bænarorðum; 
sitja verðr og sýta 
sig brúðr in óprúða. ",Stanzas from the Fourth Grammatical Treatise,Anon  31<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2165,"Það saung og í gröf geinginn 
grundu huldr til stundar 
enn með iðran sannri 
öðlingr til refsingar: 
‘hugþekka mun hlakka 
hróðrslung<i>in</i> loftunga, 
mána vald<i>r</i> hinn mildi, 
mín riettvísi þína.’ ","Það saung og í gröf geinginn 
grundu huldr til stundar 
enn með iðran sannri 
öðlingr til refsingar: 
‘hugþekka mun hlakka 
hróðrslungin loftunga, 
mána valdr hinn mildi, 
mín riettvísi þína.’ ",Stanzas from the Fourth Grammatical Treatise,Anon  32<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2166,"Víngarðr hafði <i>ö</i>l-Gefn orðið 
(unda vargs), sú er nú eru margar, 
(neytir skili þann krók) með k*æti, 
kvensku h<i>e</i>ft og láti<i>ð</i> eftir. 
Fyrðum dugir, að ósiðr orða 
— oss vægðu, guð, jafnan — lægðiz; 
vára þó hann í vatni skíru 
verka sekt og píslarmerki. ","Víngarðr hafði öl-Gefn orðið 
(unda vargs), sú er nú eru margar, 
(neytir skili þann krók) með k*æti, 
kvensku heft og látið eftir. 
Fyrðum dugir, að ósiðr orða 
— oss vægðu, guð, jafnan — lægðiz; 
vára þó hann í vatni skíru 
verka sekt og píslarmerki. ",Stanzas from the Fourth Grammatical Treatise,Anon  33<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2167,"Beraz liet frá mey mætri 
mætr foldsala gætir; 
umsniðn<i>in</i>g tók auðnu 
einn veitandi hreinnar, 
áðr skatna van<i>n</i> vatni 
vatnskírn jöfurs batnað; 
fastandi bar freistni 
friðar kiennari þrenna. ","Beraz liet frá mey mætri 
mætr foldsala gætir; 
umsniðning tók auðnu 
einn veitandi hreinnar, 
áðr skatna vann vatni 
vatnskírn jöfurs batnað; 
fastandi bar freistni 
friðar kiennari þrenna. ",Stanzas from the Fourth Grammatical Treatise,Anon  34<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2168,"Píndr reis upp með anda 
angrleystu herfangi; 
hlýrna gramr til himna 
heim sótti guð dróttin*. 
Sendi ástaranda 
alls hirðandi virðum; 
sá kemr drótt að dæma 
dauða lífs á hauðri. ","Píndr reis upp með anda 
angrleystu herfangi; 
hlýrna gramr til himna 
heim sótti guð dróttin*. 
Sendi ástaranda 
alls hirðandi virðum; 
sá kemr drótt að dæma 
dauða lífs á hauðri. ",Stanzas from the Fourth Grammatical Treatise,Anon  35<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2169,"Hugsan flýtir lysting ljóta, 
lysting fæðir samþykt skæða, 
samþykt fæðir synd og nauðir, 
synd spenr á sig illa venju, 
ill venja dregr nauðsyn nóga, 
nauðsyn leiðir sál í dauða, 
dauði spillir æði öllu 
andar lífs með beisku grandi. ","Hugsan flýtir lysting ljóta, 
lysting fæðir samþykt skæða, 
samþykt fæðir synd og nauðir, 
synd spenr á sig illa venju, 
ill venja dregr nauðsyn nóga, 
nauðsyn leiðir sál í dauða, 
dauði spillir æði öllu 
andar lífs með beisku grandi. ",Stanzas from the Fourth Grammatical Treatise,Anon  36<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2170,"Sæll er sienn í milli 
siðvendis kvikvenda 
mána ranns af mönnum 
mildingr, <i>þ</i>á er barz hingað, 
eða þá er djúp að djúpi 
dorgtúns niða borgar 
um hljóðraufar hávar 
hátt samþykkið vátta. ","Sæll er sienn í milli 
siðvendis kvikvenda 
mána ranns af mönnum 
mildingr, þá er barz hingað, 
eða þá er djúp að djúpi 
dorgtúns niða borgar 
um hljóðraufar hávar 
hátt samþykkið vátta. ",Stanzas from the Fourth Grammatical Treatise,Anon  37<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2171,"Eg em synda bót 
og sæmdar hót; 
eg birti sál; 
eg bæti mál. ","Eg em synda bót 
og sæmdar hót; 
eg birti sál; 
eg bæti mál. ",Stanzas from the Fourth Grammatical Treatise,Anon  38<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2172,"Þar er ekki ilt 
og ekki vilt; 
fæz ekki aungt 
og ekki þraungt. ","Þar er ekki ilt 
og ekki vilt; 
fæz ekki aungt 
og ekki þraungt. ",Stanzas from the Fourth Grammatical Treatise,Anon  39<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2173,"Þar er ómælt vald 
og ágætt vald; 
þar er algört vald 
og eilíft vald. ","Þar er ómælt vald 
og ágætt vald; 
þar er algört vald 
og eilíft vald. ",Stanzas from the Fourth Grammatical Treatise,Anon  40<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2174,"Eg blessa þig; 
eg bið fyr þig; 
eg fæ fyr þig; 
eg frelsa þig. ","Eg blessa þig; 
eg bið fyr þig; 
eg fæ fyr þig; 
eg frelsa þig. ",Stanzas from the Fourth Grammatical Treatise,Anon  41<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2175,"Ádám sá, þann alt í heimi 
orði skóp í gaungu forðum; 
þenna kiendi Stephánus standa 
stórum vitr og spámenn sitja. 
Reiði tala hans bækr sem blíðu 
brögnum jafnt sem hryggð og fögnuð 
ástargnótt með öðrum háttum 
ýta kyns, þeim er guðdóm lýta. ","Ádám sá, þann alt í heimi 
orði skóp í gaungu forðum; 
þenna kiendi Stephánus standa 
stórum vitr og spámenn sitja. 
Reiði tala hans bækr sem blíðu 
brögnum jafnt sem hryggð og fögnuð 
ástargnótt með öðrum háttum 
ýta kyns, þeim er guðdóm lýta. ",Stanzas from the Fourth Grammatical Treatise,Anon  42<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2176,"Ábiels lofar ævi 
ómeinsemi hreina; 
öld lofar Ienóch mildan 
einkiend siðavendni. 
Nóe lofaz öflugs ævi 
ágætu hreinlæti; 
Siem lofar fært til fremdar 
fórnarhald um aldir. ","Ábiels lofar ævi 
ómeinsemi hreina; 
öld lofar Ienóch mildan 
einkiend siðavendni. 
Nóe lofaz öflugs ævi 
ágætu hreinlæti; 
Siem lofar fært til fremdar 
fórnarhald um aldir. ",Stanzas from the Fourth Grammatical Treatise,Anon  43<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2177,"Trúa lofar Ábráms ævi; 
Ísách lofar vísan 
ván; lofar Jácób* einum 
ástsemd hugarfremdum. 
Skýrr lofar Jóséphs ævi 
órskurðr fyrirburða; 
guðs lofar ætt og ævi 
Áróns göfug þjónan. ","Trúa lofar Ábráms ævi; 
Ísách lofar vísan 
ván; lofar Jácób* einum 
ástsemd hugarfremdum. 
Skýrr lofar Jóséphs ævi 
órskurðr fyrirburða; 
guðs lofar ætt og ævi 
Áróns göfug þjónan. ",Stanzas from the Fourth Grammatical Treatise,Anon  44<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2178,"Moysen lofar ljósan 
lagamál hið brennfagra; 
þig lofar al<i>t</i> með öllu 
alls heims, jöfurr beima. ","Moysen lofar ljósan 
lagamál hið brennfagra; 
þig lofar alt með öllu 
alls heims, jöfurr beima. ",Stanzas from the Fourth Grammatical Treatise,Anon  45<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2179,"Hverr deyr? Hjarðar stýrir. 
Hví? Fyr sauða lífi. 
Hvessu? Hiekk á krossi. 
Hvar? Þar er Lassarus jarðaz. 
Hvienær? Hel<i>zt</i> að nóni. 
Hverir knúðu að? Júðar. 
Hverr nýtr? Heiðni bötnuð. 
Hvað gieldr? Djöfuls veldi. ","Hverr deyr? Hjarðar stýrir. 
Hví? Fyr sauða lífi. 
Hvessu? Hiekk á krossi. 
Hvar? Þar er Lassarus jarðaz. 
Hvienær? Helzt að nóni. 
Hverir knúðu að? Júðar. 
Hverr nýtr? Heiðni bötnuð. 
Hvað gieldr? Djöfuls veldi. ",Stanzas from the Fourth Grammatical Treatise,Anon  46<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2180,"Hverr fell? Hörða stillir. 
Hvar? Þar er karlfólk barðiz. 
Hvienær? Hneig að nóni. 
Hver* var sök? Öfund vöknuð. 
Hverr vá? Kálfr hielt darri. 
Hverir b<i>æ</i>ndu slíks? Þrændir. 
Hvað nýtr? Heilsa bötnuð. 
Hvað sýtir? Fira lýti. ","Hverr fell? Hörða stillir. 
Hvar? Þar er karlfólk barðiz. 
Hvienær? Hneig að nóni. 
Hver* var sök? Öfund vöknuð. 
Hverr vá? Kálfr hielt darri. 
Hverir bændu slíks? Þrændir. 
Hvað nýtr? Heilsa bötnuð. 
Hvað sýtir? Fira lýti. ",Stanzas from the Fourth Grammatical Treatise,Anon  47<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2181,"‘Megu í gegn glyggi,’ 
kvað grefja tyggi, 
— hálft nam hann þat ljúga — 
‘hrafnar trautt fljúga.’ ","‘Megu í gegn glyggi,’ 
kvað grefja tyggi, 
— hálft nam hann þat ljúga — 
‘hrafnar trautt fljúga.’ ",Gnóðar Ásmundar drápa,Anon GnóðÁsm 1<sup>III</sup>,3,Hjálmarr inn hugumstóri 
2182,"Þess sitk, þægra hnossa 
Þrúðr, ávalt, in prúða, 
hverjum leik á hráka 
hnugginn Gleipnis tuggu, 
at ur<i>ð</i>hœings jarðar 
ýtendr fyr mér nýtir 
greipar svells ins gjalla 
Gefn stríðkera n<i>e</i>fni. ","Þess sitk, þægra hnossa 
Þrúðr, ávalt, in prúða, 
hverjum leik á hráka 
hnugginn Gleipnis tuggu, 
at urðhœings jarðar 
ýtendr fyr mér nýtir 
greipar svells ins gjalla 
Gefn stríðkera nefni. ",Stríðkeravísur,Anon Stríðk 1<sup>III</sup>,3,Hjálmarr inn hugumstóri 
